row_index,truth,h0_prediction,ovr_prediction,h0_correct,ovr_correct,recovered_by_ovr,broken_by_ovr,disagreement
146,LUAD,STES,TGCT,False,False,False,False,True
147,STES,STES,STES,True,True,False,False,False
148,LGG,LGG,LGG,True,True,False,False,False
149,KIRC,KIRC,KIRC,True,True,False,False,False
150,BLCA,BLCA,BLCA,True,True,False,False,False
151,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
152,LIHC,LIHC,LIHC,True,True,False,False,False
153,BRCA,BRCA,BRCA,True,True,False,False,False
154,SARC,BRCA,PRAD,False,False,False,False,True
155,BRCA,PRAD,PRAD,False,False,False,False,False
156,KIPAN,KIPAN,KIRC,True,False,False,True,True
157,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
158,OV,LUSC,LUSC,False,False,False,False,False
159,BRCA,OV,OV,False,False,False,False,False
160,LGG,LGG,LGG,True,True,False,False,False
161,KIPAN,KIPAN,KIPAN,True,True,False,False,False
162,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
163,PRAD,PRAD,THCA,True,False,False,True,True
164,BRCA,BRCA,BRCA,True,True,False,False,False
165,SARC,BRCA,OV,False,False,False,False,True
166,THCA,THCA,THCA,True,True,False,False,False
167,BRCA,BLCA,BRCA,False,True,True,False,True
168,PRAD,PRAD,PRAD,True,True,False,False,False
169,KIRC,KIRC,KIRC,True,True,False,False,False
170,THYM,PCPG,PCPG,False,False,False,False,False
171,BRCA,BRCA,BRCA,True,True,False,False,False
172,BRCA,KIRC,KIRC,False,False,False,False,False
173,SKCM,SKCM,SKCM,True,True,False,False,False
174,CESC,KIPAN,BRCA,False,False,False,False,True
175,PAAD,STES,STES,False,False,False,False,False
176,THCA,PRAD,PRAD,False,False,False,False,False
177,BRCA,BRCA,BRCA,True,True,False,False,False
178,CESC,HNSC,BRCA,False,False,False,False,True
179,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
180,BRCA,BRCA,BRCA,True,True,False,False,False
181,KIPAN,PRAD,BRCA,False,False,False,False,True
182,SKCM,SKCM,SKCM,True,True,False,False,False
183,ACC,ACC,ACC,True,True,False,False,False
184,PAAD,BRCA,GBMLGG,False,False,False,False,True
185,OV,LIHC,LIHC,False,False,False,False,False
186,KIPAN,ACC,BRCA,False,False,False,False,True
187,CESC,KIRC,KIRC,False,False,False,False,False
188,LUAD,STES,BRCA,False,False,False,False,True
189,BRCA,BRCA,BRCA,True,True,False,False,False
190,BRCA,OV,PAAD,False,False,False,False,True
191,LUSC,LUAD,LUAD,False,False,False,False,False
192,KIRC,KIRC,KIRC,True,True,False,False,False
193,KIPAN,KIRC,KIPAN,False,True,True,False,True
194,UCEC,UCEC,UCEC,True,True,False,False,False
195,OV,BRCA,BRCA,False,False,False,False,False
196,LAML,LAML,LAML,True,True,False,False,False
197,BRCA,BRCA,PRAD,True,False,False,True,True
198,LIHC,KIPAN,KIPAN,False,False,False,False,False
199,THCA,THCA,THCA,True,True,False,False,False
200,PRAD,PRAD,PRAD,True,True,False,False,False
201,BRCA,BRCA,BRCA,True,True,False,False,False
202,KIRC,KIRC,KIRC,True,True,False,False,False
203,LIHC,LUAD,LUAD,False,False,False,False,False
204,BRCA,PRAD,PRAD,False,False,False,False,False
205,SARC,SARC,SARC,True,True,False,False,False
206,KIPAN,KIPAN,KIPAN,True,True,False,False,False
207,SARC,TGCT,KIRC,False,False,False,False,True
208,BRCA,LIHC,LIHC,False,False,False,False,False
209,LUSC,LUSC,LUSC,True,True,False,False,False
210,SKCM,PRAD,PRAD,False,False,False,False,False
211,UCEC,UCEC,UCEC,True,True,False,False,False
212,OV,GBMLGG,GBMLGG,False,False,False,False,False
213,THYM,SARC,SARC,False,False,False,False,False
214,THCA,THCA,PRAD,True,False,False,True,True
215,SKCM,SKCM,SKCM,True,True,False,False,False
216,STES,STES,STES,True,True,False,False,False
217,LUAD,LUAD,LUAD,True,True,False,False,False
218,KIPAN,KIPAN,KIPAN,True,True,False,False,False
219,CESC,CESC,PAAD,True,False,False,True,True
220,KIPAN,KIRC,KIRC,False,False,False,False,False
221,COAD,COAD,COAD,True,True,False,False,False
222,SKCM,SKCM,SKCM,True,True,False,False,False
223,BRCA,BRCA,BRCA,True,True,False,False,False
224,KIPAN,KIPAN,KIPAN,True,True,False,False,False
225,KIPAN,KIPAN,KIPAN,True,True,False,False,False
226,THCA,THYM,THYM,False,False,False,False,False
227,KIPAN,BRCA,BRCA,False,False,False,False,False
228,GBMLGG,LGG,LGG,False,False,False,False,False
229,BLCA,CESC,CESC,False,False,False,False,False
230,LUSC,LUSC,LUSC,True,True,False,False,False
231,KIPAN,KIPAN,KIPAN,True,True,False,False,False
232,PRAD,BRCA,PRAD,False,True,True,False,True
233,TGCT,TGCT,TGCT,True,True,False,False,False
234,HNSC,KIPAN,KIRC,False,False,False,False,True
235,THYM,PCPG,PCPG,False,False,False,False,False
236,OV,OV,OV,True,True,False,False,False
237,UCEC,BRCA,OV,False,False,False,False,True
238,STES,STES,STES,True,True,False,False,False
239,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
240,CESC,CESC,BRCA,True,False,False,True,True
241,BRCA,BRCA,BRCA,True,True,False,False,False
242,BRCA,BRCA,BRCA,True,True,False,False,False
243,PRAD,BRCA,KIPAN,False,False,False,False,True
244,LUSC,LUSC,LUSC,True,True,False,False,False
245,UCEC,GBMLGG,KIPAN,False,False,False,False,True
246,OV,BRCA,OV,False,True,True,False,True
247,KIPAN,KIPAN,KIPAN,True,True,False,False,False
248,LUAD,SKCM,SKCM,False,False,False,False,False
249,SKCM,SKCM,SKCM,True,True,False,False,False
250,KIPAN,OV,OV,False,False,False,False,False
251,BRCA,BRCA,PRAD,True,False,False,True,True
252,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
253,SARC,SARC,SARC,True,True,False,False,False
254,THYM,LAML,LAML,False,False,False,False,False
255,LGG,LGG,GBMLGG,True,False,False,True,True
256,LAML,THYM,THYM,False,False,False,False,False
257,BLCA,LUSC,HNSC,False,False,False,False,True
258,COAD,COAD,COAD,True,True,False,False,False
259,STES,LIHC,LIHC,False,False,False,False,False
260,PRAD,LGG,LGG,False,False,False,False,False
261,GBMLGG,BRCA,BRCA,False,False,False,False,False
262,BLCA,BLCA,BLCA,True,True,False,False,False
263,BRCA,OV,HNSC,False,False,False,False,True
264,KIPAN,PRAD,PRAD,False,False,False,False,False
265,BRCA,KIRC,KIPAN,False,False,False,False,True
266,PRAD,PRAD,PRAD,True,True,False,False,False
267,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
268,PAAD,PAAD,PAAD,True,True,False,False,False
269,BRCA,BRCA,CESC,True,False,False,True,True
270,GBMLGG,UCEC,GBMLGG,False,True,True,False,True
271,KIPAN,KIPAN,KIPAN,True,True,False,False,False
272,KIPAN,OV,BRCA,False,False,False,False,True
273,STES,STES,STES,True,True,False,False,False
274,UCEC,GBMLGG,GBMLGG,False,False,False,False,False
275,CESC,CESC,CESC,True,True,False,False,False
276,SARC,BRCA,BRCA,False,False,False,False,False
277,PAAD,BRCA,OV,False,False,False,False,True
278,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
279,LAML,LAML,LAML,True,True,False,False,False
280,GBMLGG,PRAD,PRAD,False,False,False,False,False
281,BRCA,OV,OV,False,False,False,False,False
282,BRCA,BRCA,BRCA,True,True,False,False,False
283,SKCM,SKCM,SKCM,True,True,False,False,False
284,OV,OV,OV,True,True,False,False,False
285,KIPAN,KIRC,OV,False,False,False,False,True
286,STES,STES,KIPAN,True,False,False,True,True
287,THCA,THCA,THCA,True,True,False,False,False
288,SARC,SARC,SARC,True,True,False,False,False
289,PRAD,SARC,PRAD,False,True,True,False,True
290,GBMLGG,LGG,GBMLGG,False,True,True,False,True
291,SARC,PCPG,PCPG,False,False,False,False,False
292,PRAD,PRAD,PRAD,True,True,False,False,False
293,LAML,THCA,THCA,False,False,False,False,False
294,LUAD,LUSC,LUSC,False,False,False,False,False
295,LUAD,HNSC,HNSC,False,False,False,False,False
296,THCA,THCA,THCA,True,True,False,False,False
297,THCA,THCA,THCA,True,True,False,False,False
298,THCA,THCA,THCA,True,True,False,False,False
299,TGCT,PCPG,PCPG,False,False,False,False,False
300,GBMLGG,LGG,LGG,False,False,False,False,False
301,UCEC,UCEC,UCEC,True,True,False,False,False
302,GBMLGG,SARC,SARC,False,False,False,False,False
303,GBMLGG,LGG,LGG,False,False,False,False,False
304,TGCT,TGCT,TGCT,True,True,False,False,False
305,HNSC,HNSC,HNSC,True,True,False,False,False
306,PCPG,BRCA,PRAD,False,False,False,False,True
307,TGCT,TGCT,KIPAN,True,False,False,True,True
308,COAD,PAAD,PAAD,False,False,False,False,False
309,PRAD,PRAD,SARC,True,False,False,True,True
310,LUSC,OV,BRCA,False,False,False,False,True
311,SARC,SARC,SARC,True,True,False,False,False
312,PAAD,HNSC,HNSC,False,False,False,False,False
313,KIRC,KIRC,KIRC,True,True,False,False,False
314,SARC,SARC,SARC,True,True,False,False,False
315,PAAD,STES,STES,False,False,False,False,False
316,GBMLGG,PCPG,PCPG,False,False,False,False,False
317,OV,BRCA,BRCA,False,False,False,False,False
318,BLCA,STES,STES,False,False,False,False,False
319,SKCM,SKCM,SKCM,True,True,False,False,False
320,BRCA,PRAD,PRAD,False,False,False,False,False
321,OV,OV,OV,True,True,False,False,False
322,STES,UCEC,STES,False,True,True,False,True
323,UCEC,UCEC,UCEC,True,True,False,False,False
324,PRAD,PRAD,PRAD,True,True,False,False,False
325,TGCT,TGCT,TGCT,True,True,False,False,False
326,GBMLGG,LGG,LGG,False,False,False,False,False
327,COAD,COAD,COAD,True,True,False,False,False
328,LIHC,OV,OV,False,False,False,False,False
329,BRCA,BRCA,BRCA,True,True,False,False,False
330,KIPAN,KIPAN,KIPAN,True,True,False,False,False
331,LAML,OV,OV,False,False,False,False,False
332,OV,OV,OV,True,True,False,False,False
333,LGG,LGG,LGG,True,True,False,False,False
334,OV,OV,OV,True,True,False,False,False
335,LIHC,KIPAN,KIPAN,False,False,False,False,False
336,THCA,THYM,PCPG,False,False,False,False,True
337,LUSC,LUAD,LUSC,False,True,True,False,True
338,STES,LUSC,LUSC,False,False,False,False,False
339,LAML,LAML,LAML,True,True,False,False,False
340,BRCA,PRAD,THCA,False,False,False,False,True
341,GBMLGG,LGG,LGG,False,False,False,False,False
342,UCEC,UCEC,UCEC,True,True,False,False,False
343,KIRC,KIRC,KIRC,True,True,False,False,False
344,SARC,GBMLGG,SARC,False,True,True,False,True
345,BRCA,BRCA,BRCA,True,True,False,False,False
346,KIPAN,KIPAN,BRCA,True,False,False,True,True
347,KIPAN,KIPAN,KIPAN,True,True,False,False,False
348,PRAD,COAD,COAD,False,False,False,False,False
349,STES,HNSC,STES,False,True,True,False,True
350,LAML,LAML,LAML,True,True,False,False,False
351,LUAD,GBMLGG,GBMLGG,False,False,False,False,False
352,KIPAN,LIHC,LIHC,False,False,False,False,False
353,KIPAN,KIPAN,KIPAN,True,True,False,False,False
354,DLBC,DLBC,DLBC,True,True,False,False,False
355,BLCA,BLCA,BLCA,True,True,False,False,False
356,LUAD,LUSC,LUAD,False,True,True,False,True
357,KIRC,KIRC,KIRC,True,True,False,False,False
358,SARC,SARC,TGCT,True,False,False,True,True
359,KIRC,PRAD,KIPAN,False,False,False,False,True
360,COAD,COAD,COAD,True,True,False,False,False
361,COAD,COAD,COAD,True,True,False,False,False
362,LUSC,LUSC,LUSC,True,True,False,False,False
363,HNSC,LUSC,LUSC,False,False,False,False,False
364,COAD,COAD,COAD,True,True,False,False,False
365,KIPAN,THYM,THYM,False,False,False,False,False
366,PCPG,KIRC,KIPAN,False,False,False,False,True
367,STES,STES,STES,True,True,False,False,False
368,BRCA,BRCA,BRCA,True,True,False,False,False
369,TGCT,TGCT,TGCT,True,True,False,False,False
370,THCA,THCA,THCA,True,True,False,False,False
371,GBMLGG,PCPG,PCPG,False,False,False,False,False
372,BRCA,BRCA,UCEC,True,False,False,True,True
373,KIPAN,KIPAN,KIPAN,True,True,False,False,False
374,SKCM,SKCM,SKCM,True,True,False,False,False
375,BRCA,OV,OV,False,False,False,False,False
376,KIRC,KIRC,KIRC,True,True,False,False,False
377,COAD,COAD,COAD,True,True,False,False,False
378,THCA,LAML,LAML,False,False,False,False,False
379,LUSC,LUSC,LUSC,True,True,False,False,False
380,BRCA,BRCA,BRCA,True,True,False,False,False
381,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
382,LAML,THYM,THYM,False,False,False,False,False
383,OV,SARC,BRCA,False,False,False,False,True
384,HNSC,HNSC,HNSC,True,True,False,False,False
385,LGG,LGG,LGG,True,True,False,False,False
386,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
387,LUAD,LUSC,LIHC,False,False,False,False,True
388,LIHC,LIHC,LIHC,True,True,False,False,False
389,LAML,THYM,THYM,False,False,False,False,False
390,KIRC,KIRC,KIRC,True,True,False,False,False
391,LUSC,LUSC,LUSC,True,True,False,False,False
392,THCA,THCA,THCA,True,True,False,False,False
393,STES,KIRC,KIRC,False,False,False,False,False
394,LUAD,LUAD,KIPAN,True,False,False,True,True
395,STES,STES,STES,True,True,False,False,False
396,PRAD,PRAD,PRAD,True,True,False,False,False
397,PRAD,PRAD,PRAD,True,True,False,False,False
398,STES,STES,STES,True,True,False,False,False
399,PAAD,PAAD,PAAD,True,True,False,False,False
400,BRCA,BRCA,BRCA,True,True,False,False,False
401,HNSC,STES,STES,False,False,False,False,False
402,KIPAN,LIHC,LIHC,False,False,False,False,False
403,BRCA,BRCA,BRCA,True,True,False,False,False
404,SKCM,SKCM,SKCM,True,True,False,False,False
405,STES,STES,STES,True,True,False,False,False
406,UCEC,UCEC,STES,True,False,False,True,True
407,STES,STES,STES,True,True,False,False,False
408,LIHC,SARC,PRAD,False,False,False,False,True
409,HNSC,HNSC,CESC,True,False,False,True,True
410,CESC,BRCA,BRCA,False,False,False,False,False
411,SARC,PRAD,PCPG,False,False,False,False,True
412,THYM,THYM,THYM,True,True,False,False,False
413,THYM,THYM,THYM,True,True,False,False,False
414,PCPG,PRAD,PRAD,False,False,False,False,False
415,BRCA,BRCA,BRCA,True,True,False,False,False
416,STES,LUSC,HNSC,False,False,False,False,True
417,STES,STES,STES,True,True,False,False,False
418,PCPG,BRCA,PCPG,False,True,True,False,True
419,LGG,LGG,LGG,True,True,False,False,False
420,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
421,TGCT,SARC,THCA,False,False,False,False,True
422,KIPAN,KIPAN,KIPAN,True,True,False,False,False
423,KIPAN,KIPAN,PRAD,True,False,False,True,True
424,COAD,COAD,COAD,True,True,False,False,False
425,LAML,LAML,LAML,True,True,False,False,False
426,BRCA,BRCA,BRCA,True,True,False,False,False
427,PRAD,TGCT,BRCA,False,False,False,False,True
428,THYM,PCPG,PCPG,False,False,False,False,False
429,PCPG,THYM,PCPG,False,True,True,False,True
430,THCA,THCA,THCA,True,True,False,False,False
431,LIHC,GBMLGG,GBMLGG,False,False,False,False,False
432,PRAD,PCPG,PCPG,False,False,False,False,False
433,UCEC,PCPG,PCPG,False,False,False,False,False
434,STES,STES,STES,True,True,False,False,False
435,PRAD,PRAD,PRAD,True,True,False,False,False
436,TGCT,TGCT,TGCT,True,True,False,False,False
437,OV,OV,OV,True,True,False,False,False
438,HNSC,HNSC,HNSC,True,True,False,False,False
439,LUAD,LIHC,LIHC,False,False,False,False,False
440,OV,PRAD,PRAD,False,False,False,False,False
441,BRCA,BRCA,BRCA,True,True,False,False,False
442,SKCM,SKCM,SKCM,True,True,False,False,False
443,BRCA,BRCA,BRCA,True,True,False,False,False
444,LUSC,LUSC,LUSC,True,True,False,False,False
445,OV,LIHC,LUSC,False,False,False,False,True
446,OV,OV,OV,True,True,False,False,False
447,STES,STES,STES,True,True,False,False,False
448,SARC,SARC,GBMLGG,True,False,False,True,True
449,COAD,COAD,COAD,True,True,False,False,False
450,KIPAN,KIPAN,KIPAN,True,True,False,False,False
451,LIHC,PAAD,COAD,False,False,False,False,True
452,KIPAN,CESC,STES,False,False,False,False,True
453,KIPAN,KIPAN,KIPAN,True,True,False,False,False
454,GBMLGG,GBMLGG,LGG,True,False,False,True,True
455,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
456,PRAD,BRCA,PRAD,False,True,True,False,True
457,SARC,PCPG,PCPG,False,False,False,False,False
458,PRAD,PRAD,GBMLGG,True,False,False,True,True
459,BRCA,BRCA,THCA,True,False,False,True,True
460,BRCA,BRCA,BRCA,True,True,False,False,False
461,LIHC,BRCA,LIHC,False,True,True,False,True
462,COAD,COAD,COAD,True,True,False,False,False
463,THCA,THCA,THCA,True,True,False,False,False
464,PRAD,PRAD,PRAD,True,True,False,False,False
465,BRCA,PCPG,PCPG,False,False,False,False,False
466,BRCA,SARC,SARC,False,False,False,False,False
467,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
468,OV,OV,OV,True,True,False,False,False
469,LUAD,LUAD,LUAD,True,True,False,False,False
470,KIPAN,KIRC,KIPAN,False,True,True,False,True
471,KIRC,KIRC,KIRC,True,True,False,False,False
472,TGCT,SARC,SARC,False,False,False,False,False
473,KIPAN,BRCA,KIRC,False,False,False,False,True
474,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
475,BRCA,PCPG,BRCA,False,True,True,False,True
476,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
477,OV,OV,BRCA,True,False,False,True,True
478,THYM,PCPG,PCPG,False,False,False,False,False
479,BLCA,STES,STES,False,False,False,False,False
480,OV,BRCA,OV,False,True,True,False,True
481,LAML,SARC,SARC,False,False,False,False,False
482,OV,SARC,SARC,False,False,False,False,False
483,HNSC,BRCA,BRCA,False,False,False,False,False
484,PCPG,PCPG,PCPG,True,True,False,False,False
485,THCA,THCA,THCA,True,True,False,False,False
486,SKCM,SKCM,DLBC,True,False,False,True,True
487,LIHC,LIHC,LIHC,True,True,False,False,False
488,LGG,GBMLGG,GBMLGG,False,False,False,False,False
489,CESC,PAAD,PAAD,False,False,False,False,False
490,LUSC,LUSC,LUSC,True,True,False,False,False
491,PRAD,KIRC,KIRC,False,False,False,False,False
492,KIPAN,KIRC,KIRC,False,False,False,False,False
493,COAD,STES,STES,False,False,False,False,False
494,CESC,BRCA,KIRC,False,False,False,False,True
495,SKCM,SKCM,SKCM,True,True,False,False,False
496,UCEC,UCEC,UCEC,True,True,False,False,False
497,HNSC,HNSC,HNSC,True,True,False,False,False
498,LAML,GBMLGG,GBMLGG,False,False,False,False,False
499,SARC,BRCA,LUAD,False,False,False,False,True
500,LGG,LGG,LGG,True,True,False,False,False
501,STES,KIRC,KIPAN,False,False,False,False,True
502,HNSC,KIRC,KIPAN,False,False,False,False,True
503,BLCA,UCEC,UCEC,False,False,False,False,False
504,UCEC,UCEC,UCEC,True,True,False,False,False
505,PAAD,BRCA,SKCM,False,False,False,False,True
506,KIPAN,KIPAN,KIPAN,True,True,False,False,False
507,LGG,LGG,LGG,True,True,False,False,False
508,COAD,COAD,COAD,True,True,False,False,False
509,THCA,COAD,COAD,False,False,False,False,False
510,GBMLGG,OV,OV,False,False,False,False,False
511,KIRC,KIRC,KIRC,True,True,False,False,False
512,STES,STES,STES,True,True,False,False,False
513,KIRC,KIRC,KIRC,True,True,False,False,False
514,SKCM,SKCM,SKCM,True,True,False,False,False
515,COAD,STES,STES,False,False,False,False,False
516,SARC,OV,OV,False,False,False,False,False
517,HNSC,HNSC,BRCA,True,False,False,True,True
518,BRCA,BRCA,BRCA,True,True,False,False,False
519,STES,SARC,KIPAN,False,False,False,False,True
520,UCEC,UCEC,UCEC,True,True,False,False,False
521,BRCA,BRCA,BRCA,True,True,False,False,False
522,BRCA,KIPAN,BRCA,False,True,True,False,True
523,STES,STES,STES,True,True,False,False,False
524,BRCA,BRCA,BRCA,True,True,False,False,False
525,STES,STES,STES,True,True,False,False,False
526,UCEC,BRCA,BRCA,False,False,False,False,False
527,BRCA,BRCA,BRCA,True,True,False,False,False
